Line#,Date,Final,"Scaled Voltage (S-FS-TRMSA 21329018:20536129-1),VAC,GC-15kW","Scaled Current (S-FS-TRMSA 21329018:20536129-2),A,GC-15kW","Scaled Series (RAW-C-20 21329018:21433559-1),l/m,GC-15kW,Flow Meter","Temperature (S-TMB 21329018:20466913-1),°C,GC-15kW,Temp in 1","Temperature (S-TMB 21329018:20466914-1),°C,GC-15kW,Temp in 2","Temperature (S-TMB 21329018:20466915-1),°C,GC-15kW,Temp out 1","Temperature (S-TMB 21329018:20590610-1),°C,GC-15kW,Temp out 2"
310,11/25/25 10:18:00 -0500,11/25/25 10:18:00,243.843,65.237,45.54,12.61,12.61,17.03,16.89
311,11/25/25 10:20:00 -0500,11/25/25 10:20:00,243.562,65.252,43.724,12.17,12.17,17.2,17.03
312,11/25/25 10:22:00 -0500,11/25/25 10:22:00,243.303,65.2,45.003,11.52,11.49,16.53,16.39
313,11/25/25 10:24:00 -0500,11/25/25 10:24:00,243.195,65.181,44.28,11.08,11.05,16.06,15.91
314,11/25/25 10:26:00 -0500,11/25/25 10:26:00,243.81,65.214,41.917,11.35,11.32,16.34,16.22
315,11/25/25 10:28:00 -0500,11/25/25 10:28:00,244.102,65.191,42.601,11.13,11.13,16.13,15.99
316,11/25/25 10:30:00 -0500,11/25/25 10:30:00,244.123,65.2,44.085,11.32,11.32,16.22,16.11
317,11/25/25 10:32:00 -0500,11/25/25 10:32:00,243.918,65.176,44.72,12.56,12.56,17.15,17.03
318,11/25/25 10:34:00 -0500,11/25/25 10:34:00,245.807,65.167,45.462,13.14,13.14,17.91,17.8
319,11/25/25 10:36:00 -0500,11/25/25 10:36:00,240.346,65.158,43.772,13.28,13.26,18.1,17.94
320,11/25/25 10:38:00 -0500,11/25/25 10:38:00,245.71,65.13,44.524,13.28,13.26,18.15,18.03
321,11/25/25 10:40:00 -0500,11/25/25 10:40:00,244.879,65.153,46.478,13.4,13.38,18.3,18.18
322,11/25/25 10:42:00 -0500,11/25/25 10:42:00,245.375,65.144,47.64,13.45,13.43,18.39,18.27
323,11/25/25 10:44:00 -0500,11/25/25 10:44:00,245.472,65.134,48.362,13.52,13.52,18.44,18.32
324,11/25/25 10:46:00 -0500,11/25/25 10:46:00,242.623,65.12,47.23,13.76,13.76,18.58,18.46
325,11/25/25 10:48:00 -0500,11/25/25 10:48:00,240.249,65.12,46.429,14.1,14.07,18.87,18.75
326,11/25/25 10:50:00 -0500,11/25/25 10:50:00,244.166,65.796,45.413,14.29,14.27,19.08,18.96
327,11/25/25 10:52:00 -0500,11/25/25 10:52:00,244.469,65.101,46.009,14.41,14.39,19.27,19.13
328,11/25/25 10:54:00 -0500,11/25/25 10:54:00,244.684,65.139,43.118,14.53,14.51,19.39,19.27
329,11/25/25 10:56:00 -0500,11/25/25 10:56:00,253.156,64.773,42.005,14.62,14.6,19.53,19.44
330,11/25/25 10:58:00 -0500,11/25/25 10:58:00,245.451,65.106,44.163,14.72,14.7,19.63,19.51
331,11/25/25 11:00:00 -0500,11/25/25 11:00:00,246.033,65.101,42.767,14.82,14.79,19.65,19.53
332,11/25/25 11:02:00 -0500,11/25/25 11:02:00,246.109,65.111,44.935,14.96,14.94,19.77,19.65
333,11/25/25 11:04:00 -0500,11/25/25 11:04:00,246.26,65.092,44.876,15.08,15.06,19.86,19.77
334,11/25/25 11:06:00 -0500,11/25/25 11:06:00,242.936,65.083,43.538,15.2,15.17,20.06,19.94
335,11/25/25 11:08:00 -0500,11/25/25 11:08:00,246.551,65.101,42.044,15.29,15.29,20.2,20.08
336,11/25/25 11:10:00 -0500,11/25/25 11:10:00,245.742,65.106,41.243,15.39,15.39,20.34,20.22
337,11/25/25 11:12:00 -0500,11/25/25 11:12:00,244.846,65.087,44.866,15.49,15.49,20.39,20.27
338,11/25/25 11:14:00 -0500,11/25/25 11:14:00,245.494,65.083,43.938,15.56,15.56,20.41,20.32
339,11/25/25 11:16:00 -0500,11/25/25 11:16:00,245.235,65.087,43.216,15.65,15.63,20.46,20.34
340,11/25/25 11:18:00 -0500,11/25/25 11:18:00,240.152,65.087,45.149,15.72,15.72,20.56,20.44
341,11/25/25 11:20:00 -0500,11/25/25 11:20:00,240.108,65.111,45.13,15.82,15.82,20.7,20.6
342,11/25/25 11:22:00 -0500,11/25/25 11:22:00,240.108,65.115,43.577,15.91,15.89,20.82,20.7
343,11/25/25 11:24:00 -0500,11/25/25 11:24:00,240.098,65.092,46.956,16.01,15.96,20.91,20.82
344,11/25/25 11:26:00 -0500,11/25/25 11:26:00,240.13,65.097,47.503,16.08,16.06,20.96,20.84
345,11/25/25 11:28:00 -0500,11/25/25 11:28:00,244.339,65.083,45.071,16.13,16.11,20.96,20.86
346,11/25/25 11:30:00 -0500,11/25/25 11:30:00,240.087,65.092,46.341,16.2,16.18,21.01,20.91
347,11/25/25 11:32:00 -0500,11/25/25 11:32:00,240.119,65.078,45.354,16.27,16.25,21.08,20.98
348,11/25/25 11:34:00 -0500,11/25/25 11:34:00,240.108,65.111,43.128,16.34,16.32,21.22,21.13
349,11/25/25 11:36:00 -0500,11/25/25 11:36:00,240.065,65.097,43.206,16.42,16.39,21.32,21.22
350,11/25/25 11:38:00 -0500,11/25/25 11:38:00,244.544,65.073,42.659,16.49,16.46,21.39,21.27
351,11/25/25 11:40:00 -0500,11/25/25 11:40:00,240.076,65.078,47.122,16.56,16.51,21.39,21.29
352,11/25/25 11:42:00 -0500,11/25/25 11:42:00,240.001,65.078,47.991,16.61,16.58,21.44,21.34
353,11/25/25 11:44:00 -0500,11/25/25 11:44:00,239.99,65.078,47.454,16.65,16.63,21.46,21.37
354,11/25/25 11:46:00 -0500,11/25/25 11:46:00,239.99,65.059,47.737,16.7,16.68,21.53,21.44
355,11/25/25 11:48:00 -0500,11/25/25 11:48:00,244.35,65.083,45.423,16.77,16.75,21.65,21.56
356,11/25/25 11:50:00 -0500,11/25/25 11:50:00,240.065,65.069,43.079,16.84,16.8,21.75,21.63
357,11/25/25 11:52:00 -0500,11/25/25 11:52:00,240.044,65.069,43.665,16.89,16.87,21.82,21.7
358,11/25/25 11:54:00 -0500,11/25/25 11:54:00,240.065,65.064,43.401,16.94,16.92,21.8,21.68
359,11/25/25 11:56:00 -0500,11/25/25 11:56:00,240.054,65.078,46.146,16.99,16.96,21.82,21.7
360,11/25/25 11:58:00 -0500,11/25/25 11:58:00,244.49,65.064,47.581,17.03,17.01,21.82,21.72
361,11/25/25 12:00:00 -0500,11/25/25 12:00:00,240.001,65.036,47.054,17.08,17.06,21.91,21.82
362,11/25/25 12:02:00 -0500,11/25/25 12:02:00,239.979,65.083,45.638,17.13,17.11,22.03,21.94
363,11/25/25 12:04:00 -0500,11/25/25 12:04:00,239.979,65.073,47.083,17.2,17.15,22.11,22.01
364,11/25/25 12:06:00 -0500,11/25/25 12:06:00,240.054,65.059,46.585,17.25,17.2,22.15,22.06
365,11/25/25 12:08:00 -0500,11/25/25 12:08:00,243.951,65.054,48.401,17.27,17.25,22.13,22.03
366,11/25/25 12:10:00 -0500,11/25/25 12:10:00,240.065,65.078,44.944,17.32,17.3,22.15,22.03
367,11/25/25 12:12:00 -0500,11/25/25 12:12:00,240.065,65.059,43.206,17.34,17.34,22.15,22.06
368,11/25/25 12:14:00 -0500,11/25/25 12:14:00,240.001,65.045,42.864,17.39,17.37,22.23,22.13
369,11/25/25 12:16:00 -0500,11/25/25 12:16:00,240.065,65.078,44.739,17.44,17.42,22.35,22.23
370,11/25/25 12:18:00 -0500,11/25/25 12:18:00,245.062,65.069,46.233,17.51,17.46,22.42,22.32
371,11/25/25 12:20:00 -0500,11/25/25 12:20:00,240.087,65.069,47.181,17.53,17.51,22.44,22.35
372,11/25/25 12:22:00 -0500,11/25/25 12:22:00,240.108,65.064,47.249,17.58,17.56,22.42,22.32
373,11/25/25 12:24:00 -0500,11/25/25 12:24:00,240.065,65.087,47.689,17.63,17.58,22.44,22.35
374,11/25/25 12:26:00 -0500,11/25/25 12:26:00,240.054,65.064,45.491,17.63,17.63,22.44,22.35
375,11/25/25 12:28:00 -0500,11/25/25 12:28:00,245.278,65.04,44.427,17.68,17.65,22.54,22.44
376,11/25/25 12:30:00 -0500,11/25/25 12:30:00,240.033,65.064,44.944,17.72,17.7,22.63,22.54
377,11/25/25 12:32:00 -0500,11/25/25 12:32:00,240.065,65.064,43.88,17.77,17.75,22.68,22.58
378,11/25/25 12:34:00 -0500,11/25/25 12:34:00,240.022,65.054,43.538,17.82,17.77,22.68,22.56
379,11/25/25 12:36:00 -0500,11/25/25 12:36:00,239.99,65.078,45.149,17.84,17.82,22.68,22.58
380,11/25/25 12:38:00 -0500,11/25/25 12:38:00,243.918,65.064,45.95,17.87,17.84,22.68,22.56
381,11/25/25 12:40:00 -0500,11/25/25 12:40:00,240.152,65.054,45.96,17.91,17.87,22.7,22.61
382,11/25/25 12:42:00 -0500,11/25/25 12:42:00,240.087,65.059,45.618,17.94,17.91,22.8,22.7
383,11/25/25 12:44:00 -0500,11/25/25 12:44:00,240.087,65.073,46.419,17.99,17.94,22.87,22.78
384,11/25/25 12:46:00 -0500,11/25/25 12:46:00,240.054,65.05,45.755,18.01,17.99,22.94,22.85
385,11/25/25 12:48:00 -0500,11/25/25 12:48:00,244.296,65.064,46.399,18.06,18.01,22.92,22.85
386,11/25/25 12:50:00 -0500,11/25/25 12:50:00,240.162,65.073,44.661,18.08,18.06,22.9,22.82
387,11/25/25 12:52:00 -0500,11/25/25 12:52:00,240.087,65.064,44.29,18.1,18.08,22.9,22.8
388,11/25/25 12:54:00 -0500,11/25/25 12:54:00,240.098,65.054,43.616,18.13,18.1,22.92,22.85
389,11/25/25 12:56:00 -0500,11/25/25 12:56:00,240.076,65.064,44.749,18.15,18.13,23.02,22.94
390,11/25/25 12:58:00 -0500,11/25/25 12:58:00,245.084,65.064,44.749,18.2,18.18,23.11,23.02
391,11/25/25 13:00:00 -0500,11/25/25 13:00:00,240.27,65.059,47.298,18.25,18.2,23.16,23.04
392,11/25/25 13:02:00 -0500,11/25/25 13:02:00,239.968,65.054,46.624,18.27,18.22,23.11,23.02
393,11/25/25 13:04:00 -0500,11/25/25 13:04:00,240.022,65.059,46.155,18.3,18.25,23.11,23.02
394,11/25/25 13:06:00 -0500,11/25/25 13:06:00,240.011,65.059,47.64,18.3,18.27,23.11,23.02
395,11/25/25 13:08:00 -0500,11/25/25 13:08:00,239.947,65.031,46.058,18.34,18.3,23.16,23.04
396,11/25/25 13:10:00 -0500,11/25/25 13:10:00,244.533,65.064,43.538,18.37,18.34,23.26,23.14
397,11/25/25 13:12:00 -0500,11/25/25 13:12:00,239.914,65.054,42.727,18.41,18.39,23.3,23.21
398,11/25/25 13:14:00 -0500,11/25/25 13:14:00,240.001,65.045,44.29,18.44,18.41,23.33,23.23
399,11/25/25 13:16:00 -0500,11/25/25 13:16:00,239.99,65.036,47.347,18.46,18.44,23.3,23.18
400,11/25/25 13:18:00 -0500,11/25/25 13:18:00,240.054,65.059,46.565,18.49,18.44,23.28,23.18
401,11/25/25 13:20:00 -0500,11/25/25 13:20:00,243.843,65.05,46.556,18.51,18.49,23.3,23.21
402,11/25/25 13:22:00 -0500,11/25/25 13:22:00,240.033,65.04,46.351,18.53,18.49,23.35,23.23
403,11/25/25 13:24:00 -0500,11/25/25 13:24:00,240.054,65.064,45.423,18.56,18.53,23.45,23.33
404,11/25/25 13:26:00 -0500,11/25/25 13:26:00,240.044,65.054,43.479,18.6,18.56,23.5,23.4
405,11/25/25 13:28:00 -0500,11/25/25 13:28:00,240.044,65.054,42.796,18.63,18.6,23.5,23.4
406,11/25/25 13:30:00 -0500,11/25/25 13:30:00,244.512,65.054,44.144,18.63,18.6,23.47,23.38
407,11/25/25 13:32:00 -0500,11/25/25 13:32:00,240.065,65.069,47.776,18.65,18.63,23.47,23.38
408,11/25/25 13:34:00 -0500,11/25/25 13:34:00,240.108,65.064,45.853,18.68,18.65,23.47,23.38
409,11/25/25 13:36:00 -0500,11/25/25 13:36:00,240.054,65.05,46.614,18.7,18.68,23.54,23.45
410,11/25/25 13:38:00 -0500,11/25/25 13:38:00,240.076,65.059,47.151,18.75,18.7,23.62,23.52
411,11/25/25 13:40:00 -0500,11/25/25 13:40:00,245.148,65.059,45.892,18.77,18.75,23.66,23.57
412,11/25/25 13:42:00 -0500,11/25/25 13:42:00,240.119,65.059,46.624,18.79,18.77,23.66,23.57
413,11/25/25 13:44:00 -0500,11/25/25 13:44:00,240.108,65.064,44.534,18.79,18.77,23.64,23.54
414,11/25/25 13:46:00 -0500,11/25/25 13:46:00,240.108,65.069,45.149,18.82,18.79,23.62,23.52
415,11/25/25 13:48:00 -0500,11/25/25 13:48:00,240.13,65.064,45.345,18.84,18.82,23.64,23.54
416,11/25/25 13:50:00 -0500,11/25/25 13:50:00,244.879,65.054,43.528,18.87,18.82,23.69,23.59
417,11/25/25 13:52:00 -0500,11/25/25 13:52:00,240.141,65.073,43.948,18.89,18.87,23.76,23.66
418,11/25/25 13:54:00 -0500,11/25/25 13:54:00,240.119,65.078,44.837,18.94,18.89,23.83,23.71
419,11/25/25 13:56:00 -0500,11/25/25 13:56:00,240.098,65.069,46.214,18.96,18.91,23.81,23.71
420,11/25/25 13:58:00 -0500,11/25/25 13:58:00,240.119,65.069,46.146,18.96,18.91,23.79,23.69
421,11/25/25 14:00:00 -0500,11/25/25 14:00:00,244.922,65.069,47.591,18.96,18.94,23.76,23.66
422,11/25/25 14:02:00 -0500,11/25/25 14:02:00,240.119,65.059,46.644,18.98,18.96,23.79,23.69
423,11/25/25 14:04:00 -0500,11/25/25 14:04:00,240.098,65.064,45.901,19.01,18.98,23.86,23.76
424,11/25/25 14:06:00 -0500,11/25/25 14:06:00,240.044,65.059,45.735,19.03,19.01,23.93,23.81
425,11/25/25 14:08:00 -0500,11/25/25 14:08:00,240.141,65.073,43.938,19.06,19.03,23.95,23.86
426,11/25/25 14:10:00 -0500,11/25/25 14:10:00,244.997,65.064,43.479,19.1,19.06,23.93,23.83
427,11/25/25 14:12:00 -0500,11/25/25 14:12:00,240.13,65.078,44.417,19.1,19.06,23.91,23.81
428,11/25/25 14:14:00 -0500,11/25/25 14:14:00,240.152,65.069,45.677,19.13,19.08,23.91,23.81
429,11/25/25 14:16:00 -0500,11/25/25 14:16:00,240.119,65.05,45.345,19.13,19.1,23.93,23.83
430,11/25/25 14:18:00 -0500,11/25/25 14:18:00,240.141,65.078,44.915,19.15,19.1,24,23.91
431,11/25/25 14:20:00 -0500,11/25/25 14:20:00,245.472,65.064,45.169,19.17,19.15,24.07,23.95
432,11/25/25 14:22:00 -0500,11/25/25 14:22:00,240.119,65.073,47.249,19.2,19.17,24.1,24
433,11/25/25 14:24:00 -0500,11/25/25 14:24:00,240.087,65.064,47.454,19.22,19.17,24.07,23.95
434,11/25/25 14:26:00 -0500,11/25/25 14:26:00,240.098,65.054,45.833,19.25,19.2,24.03,23.95
435,11/25/25 14:28:00 -0500,11/25/25 14:28:00,240.076,65.05,45.013,19.25,19.2,24.03,23.93
436,11/25/25 14:30:00 -0500,11/25/25 14:30:00,244.738,65.04,45.149,19.27,19.22,24.07,23.98
437,11/25/25 14:32:00 -0500,11/25/25 14:32:00,240.087,65.059,44.202,19.29,19.25,24.15,24.05
438,11/25/25 14:34:00 -0500,11/25/25 14:34:00,240.054,65.054,43.274,19.32,19.27,24.22,24.1
439,11/25/25 14:36:00 -0500,11/25/25 14:36:00,240.022,65.054,45.208,19.34,19.29,24.22,24.1
440,11/25/25 14:38:00 -0500,11/25/25 14:38:00,240.087,65.059,47.327,19.34,19.32,24.17,24.07
441,11/25/25 14:40:00 -0500,11/25/25 14:40:00,243.821,65.064,47.493,19.37,19.32,24.17,24.07
442,11/25/25 14:42:00 -0500,11/25/25 14:42:00,240.033,65.054,48.235,19.37,19.34,24.15,24.05
443,11/25/25 14:44:00 -0500,11/25/25 14:44:00,240.044,65.054,45.823,19.39,19.34,24.19,24.1
444,11/25/25 14:46:00 -0500,11/25/25 14:46:00,240.022,65.064,44.612,19.41,19.39,24.29,24.17
445,11/25/25 14:48:00 -0500,11/25/25 14:48:00,240.184,65.078,44.407,19.44,19.41,24.34,24.22
446,11/25/25 14:50:00 -0500,11/25/25 14:50:00,243.821,65.059,44.27,19.46,19.41,24.32,24.22
447,11/25/25 14:52:00 -0500,11/25/25 14:52:00,240.108,65.069,43.655,19.46,19.44,24.29,24.19
448,11/25/25 14:54:00 -0500,11/25/25 14:54:00,240.098,65.073,46.36,19.48,19.44,24.27,24.17
449,11/25/25 14:56:00 -0500,11/25/25 14:56:00,240.152,65.064,45.423,19.48,19.44,24.24,24.15
450,11/25/25 14:58:00 -0500,11/25/25 14:58:00,240.238,65.064,47.913,19.51,19.46,24.34,24.24
451,11/25/25 15:00:00 -0500,11/25/25 15:00:00,245.591,65.083,47.21,19.53,19.48,24.39,24.29
452,11/25/25 15:02:00 -0500,11/25/25 15:02:00,240.238,65.078,44.476,19.56,19.51,24.44,24.32
453,11/25/25 15:04:00 -0500,11/25/25 15:04:00,240.195,65.069,43.46,19.58,19.53,24.41,24.32
454,11/25/25 15:06:00 -0500,11/25/25 15:06:00,240.184,65.078,44.729,19.58,19.53,24.39,24.29
455,11/25/25 15:08:00 -0500,11/25/25 15:08:00,240.173,65.073,45.208,19.6,19.56,24.36,24.27
456,11/25/25 15:10:00 -0500,11/25/25 15:10:00,245.461,65.036,45.335,19.6,19.56,24.39,24.29
457,11/25/25 15:12:00 -0500,11/25/25 15:12:00,240.141,65.064,45.755,19.63,19.58,24.46,24.36
458,11/25/25 15:14:00 -0500,11/25/25 15:14:00,240.141,65.073,46.507,19.65,19.6,24.51,24.41
459,11/25/25 15:16:00 -0500,11/25/25 15:16:00,240.087,65.059,46.702,19.67,19.63,24.56,24.44
460,11/25/25 15:18:00 -0500,11/25/25 15:18:00,240.13,65.054,45.013,19.67,19.65,24.51,24.41
461,11/25/25 15:20:00 -0500,11/25/25 15:20:00,244.49,65.064,44.212,19.67,19.65,24.48,24.39
462,11/25/25 15:22:00 -0500,11/25/25 15:22:00,240.065,65.078,44.427,19.7,19.65,24.46,24.36
463,11/25/25 15:24:00 -0500,11/25/25 15:24:00,240.119,65.059,47.112,19.7,19.67,24.51,24.39
464,11/25/25 15:26:00 -0500,11/25/25 15:26:00,240.065,65.069,44.788,19.72,19.7,24.56,24.46
465,11/25/25 15:28:00 -0500,11/25/25 15:28:00,240.119,65.059,45.276,19.75,19.72,24.63,24.53
466,11/25/25 15:30:00 -0500,11/25/25 15:30:00,244.857,65.05,45.892,19.77,19.72,24.63,24.53
467,11/25/25 15:32:00 -0500,11/25/25 15:32:00,240.173,65.069,47.435,19.77,19.72,24.6,24.51
468,11/25/25 15:34:00 -0500,11/25/25 15:34:00,240.065,65.059,47.308,19.77,19.75,24.58,24.46
469,11/25/25 15:36:00 -0500,11/25/25 15:36:00,240.173,65.078,46.692,19.79,19.75,24.56,24.46
470,11/25/25 15:38:00 -0500,11/25/25 15:38:00,240.152,65.05,45.745,19.79,19.77,24.6,24.48
471,11/25/25 15:40:00 -0500,11/25/25 15:40:00,240.195,65.073,44.935,19.82,19.77,24.65,24.53
472,11/25/25 15:42:00 -0500,11/25/25 15:42:00,240.162,65.045,44.144,19.84,19.82,24.73,24.6
473,11/25/25 15:44:00 -0500,11/25/25 15:44:00,240.152,65.059,44.935,19.86,19.82,24.73,24.63
474,11/25/25 15:46:00 -0500,11/25/25 15:46:00,240.141,65.054,47.044,19.86,19.84,24.68,24.56
475,11/25/25 15:48:00 -0500,11/25/25 15:48:00,240.152,65.059,46.761,19.89,19.84,24.65,24.56
476,11/25/25 15:50:00 -0500,11/25/25 15:50:00,245.818,65.04,47.552,19.89,19.84,24.65,24.56
477,11/25/25 15:52:00 -0500,11/25/25 15:52:00,240.098,65.04,46.819,19.89,19.86,24.7,24.58
478,11/25/25 15:54:00 -0500,11/25/25 15:54:00,240.033,65.054,45.423,19.91,19.89,24.75,24.65
479,11/25/25 15:56:00 -0500,11/25/25 15:56:00,240.065,65.059,43.538,19.94,19.91,24.82,24.7
480,11/25/25 15:58:00 -0500,11/25/25 15:58:00,240.119,65.064,43.06,19.96,19.91,24.82,24.7
481,11/25/25 16:00:00 -0500,11/25/25 16:00:00,244.663,65.04,45.354,19.96,19.91,24.75,24.63
482,11/25/25 16:02:00 -0500,11/25/25 16:02:00,240.076,65.064,46.614,19.96,19.94,24.75,24.63
483,11/25/25 16:04:00 -0500,11/25/25 16:04:00,240.13,65.054,47.161,19.98,19.94,24.75,24.65
484,11/25/25 16:06:00 -0500,11/25/25 16:06:00,240.098,65.059,46.38,20.01,19.96,24.82,24.73
485,11/25/25 16:08:00 -0500,11/25/25 16:08:00,240.152,65.059,46.819,20.01,19.98,24.85,24.73
486,11/25/25 16:10:00 -0500,11/25/25 16:10:00,245.969,65.036,46.292,20.03,20.01,24.92,24.8
487,11/25/25 16:12:00 -0500,11/25/25 16:12:00,240.108,65.059,46.058,20.03,20.01,24.9,24.77
488,11/25/25 16:14:00 -0500,11/25/25 16:14:00,240.184,65.064,45.608,20.06,20.01,24.85,24.75
489,11/25/25 16:16:00 -0500,11/25/25 16:16:00,240.195,65.069,45.804,20.06,20.03,24.85,24.73
490,11/25/25 16:18:00 -0500,11/25/25 16:18:00,240.13,65.054,45.413,20.06,20.03,24.85,24.75
491,11/25/25 16:20:00 -0500,11/25/25 16:20:00,247.059,65.045,45.54,20.08,20.06,24.92,24.8
492,11/25/25 16:22:00 -0500,11/25/25 16:22:00,240.486,65.054,45.745,20.1,20.06,24.94,24.85
493,11/25/25 16:24:00 -0500,11/25/25 16:24:00,240.152,65.054,47.024,20.1,20.08,24.99,24.87
494,11/25/25 16:26:00 -0500,11/25/25 16:26:00,240.195,65.069,48.646,20.13,20.1,24.97,24.85
495,11/25/25 16:28:00 -0500,11/25/25 16:28:00,240.162,65.069,46.937,20.13,20.1,24.92,24.82
496,11/25/25 16:30:00 -0500,11/25/25 16:30:00,245.44,65.054,44.905,20.13,20.1,24.92,24.8
497,11/25/25 16:32:00 -0500,11/25/25 16:32:00,240.195,65.054,45.716,20.15,20.1,24.94,24.82
498,11/25/25 16:34:00 -0500,11/25/25 16:34:00,240.13,65.054,43.899,20.15,20.13,24.99,24.87
499,11/25/25 16:36:00 -0500,11/25/25 16:36:00,240.108,65.05,45.403,20.17,20.15,25.04,24.92
500,11/25/25 16:38:00 -0500,11/25/25 16:38:00,240.119,65.054,43.86,20.2,20.15,25.06,24.97
501,11/25/25 16:40:00 -0500,11/25/25 16:40:00,244.371,65.045,46.282,20.2,20.15,25.02,24.92
502,11/25/25 16:42:00 -0500,11/25/25 16:42:00,240.108,65.059,47.23,20.2,20.17,24.99,24.87
503,11/25/25 16:44:00 -0500,11/25/25 16:44:00,240.119,65.069,49.095,20.2,20.17,24.99,24.87
504,11/25/25 16:46:00 -0500,11/25/25 16:46:00,240.13,65.05,46.155,20.22,20.17,25.02,24.92
505,11/25/25 16:48:00 -0500,11/25/25 16:48:00,240.044,65.05,45.003,20.22,20.2,25.06,24.94
506,11/25/25 16:50:00 -0500,11/25/25 16:50:00,240.432,65.045,43.987,20.25,20.22,25.11,24.99
507,11/25/25 16:52:00 -0500,11/25/25 16:52:00,240.173,65.059,44.241,20.27,20.22,25.14,25.02
508,11/25/25 16:54:00 -0500,11/25/25 16:54:00,240.076,65.045,45.608,20.27,20.22,25.09,24.99
509,11/25/25 16:56:00 -0500,11/25/25 16:56:00,240.087,65.059,46.468,20.27,20.25,25.06,24.94
510,11/25/25 16:58:00 -0500,11/25/25 16:58:00,240.184,65.05,47.093,20.29,20.25,25.04,24.94
511,11/25/25 17:00:00 -0500,11/25/25 17:00:00,245.289,65.045,48.03,20.29,20.27,25.11,24.99
512,11/25/25 17:02:00 -0500,11/25/25 17:02:00,240.119,65.059,45.276,20.32,20.27,25.16,25.04
513,11/25/25 17:04:00 -0500,11/25/25 17:04:00,240.141,65.05,44.017,20.32,20.29,25.21,25.09
514,11/25/25 17:06:00 -0500,11/25/25 17:06:00,240.184,65.054,45.013,20.34,20.32,25.19,25.06
515,11/25/25 17:08:00 -0500,11/25/25 17:08:00,240.195,65.064,44.866,20.34,20.32,25.14,25.04
516,11/25/25 17:10:00 -0500,11/25/25 17:10:00,245.3,65.054,44.798,20.34,20.32,25.11,25.02
517,11/25/25 17:12:00 -0500,11/25/25 17:12:00,240.184,65.05,45.53,20.36,20.32,25.14,25.02
518,11/25/25 17:14:00 -0500,11/25/25 17:14:00,240.162,65.054,46.321,20.36,20.34,25.19,25.09
519,11/25/25 17:16:00 -0500,11/25/25 17:16:00,240.173,65.036,46.146,20.39,20.34,25.23,25.11
520,11/25/25 17:18:00 -0500,11/25/25 17:18:00,240.119,65.036,46.038,20.41,20.36,25.28,25.16
521,11/25/25 17:20:00 -0500,11/25/25 17:20:00,245.407,65.04,47.903,20.41,20.39,25.26,25.14
522,11/25/25 17:22:00 -0500,11/25/25 17:22:00,240.054,65.05,45.14,20.41,20.39,25.21,25.11
523,11/25/25 17:24:00 -0500,11/25/25 17:24:00,240.054,65.064,45.745,20.44,20.39,25.19,25.09
524,11/25/25 17:26:00 -0500,11/25/25 17:26:00,240.098,65.036,44.593,20.44,20.39,25.21,25.11
525,11/25/25 17:28:00 -0500,11/25/25 17:28:00,240.022,65.054,44.349,20.44,20.41,25.28,25.16
526,11/25/25 17:30:00 -0500,11/25/25 17:30:00,245.289,65.031,45.413,20.46,20.41,25.33,25.21
527,11/25/25 17:32:00 -0500,11/25/25 17:32:00,240.065,65.045,46.399,20.48,20.44,25.33,25.21
528,11/25/25 17:34:00 -0500,11/25/25 17:34:00,240.152,65.04,47.161,20.48,20.46,25.31,25.21
529,11/25/25 17:36:00 -0500,11/25/25 17:36:00,240.152,65.054,47.845,20.48,20.46,25.28,25.16
530,11/25/25 17:38:00 -0500,11/25/25 17:38:00,240.076,65.045,46.829,20.48,20.46,25.23,25.14
531,11/25/25 17:40:00 -0500,11/25/25 17:40:00,240.238,65.04,46.204,20.51,20.46,25.28,25.19
532,11/25/25 17:42:00 -0500,11/25/25 17:42:00,240.098,65.054,44.515,20.53,20.48,25.36,25.23
533,11/25/25 17:44:00 -0500,11/25/25 17:44:00,240.152,65.05,43.333,20.53,20.51,25.4,25.28
534,11/25/25 17:46:00 -0500,11/25/25 17:46:00,240.162,65.05,42.933,20.56,20.51,25.4,25.31
535,11/25/25 17:48:00 -0500,11/25/25 17:48:00,240.184,65.054,45.481,20.56,20.53,25.38,25.26
536,11/25/25 17:50:00 -0500,11/25/25 17:50:00,245.861,65.069,48.187,20.56,20.53,25.36,25.23
537,11/25/25 17:52:00 -0500,11/25/25 17:52:00,240.173,65.064,49.241,20.56,20.53,25.33,25.21
538,11/25/25 17:54:00 -0500,11/25/25 17:54:00,240.195,65.054,44.896,20.58,20.53,25.38,25.26
539,11/25/25 17:56:00 -0500,11/25/25 17:56:00,240.141,65.036,43.548,20.6,20.56,25.43,25.31
540,11/25/25 17:58:00 -0500,11/25/25 17:58:00,240.13,65.031,43.509,20.6,20.58,25.48,25.36
541,11/25/25 18:00:00 -0500,11/25/25 18:00:00,244.49,65.04,45.55,20.63,20.58,25.48,25.38
542,11/25/25 18:02:00 -0500,11/25/25 18:02:00,240.119,65.059,45.257,20.63,20.58,25.43,25.33
543,11/25/25 18:04:00 -0500,11/25/25 18:04:00,240.195,65.073,44.476,20.63,20.58,25.4,25.28
544,11/25/25 18:06:00 -0500,11/25/25 18:06:00,240.13,65.059,47.698,20.63,20.58,25.4,25.28
545,11/25/25 18:08:00 -0500,11/25/25 18:08:00,240.119,65.059,46.019,20.65,20.6,25.45,25.36
